2431	9.0
2432	18.0
2577	2.0
2580	2.0
2724	2.0
2728	2.0
2870	2.0
2876	2.0
3017	2.0
3024	2.0
3164	2.0
3172	2.0
3311	2.0
3320	2.0
3458	2.0
3460	6.0
3468	2.0
3605	2.0
3616	2.0
3752	2.0
3766	2.0
3899	4.0
3914	2.0
3917	4.0
4045	2.0
4060	2.0
4192	2.0
4205	14071.0
4208	2.0
4339	9.0
4340	2.0
4356	2.0
4486	4.0
4488	2.0
4504	2.0
4634	2.0
4636	2.0
4651	14047.0
4652	2.0
4780	2.0
4784	2.0
4800	2.0
4816	2.0
4928	2.0
4932	2.0
4948	2.0
4964	2.0
5075	2.0
5080	2.0
5096	2.0
5112	2.0
5223	2.0
5225	6.0
5228	2.0
5244	2.0
5260	2.0
5261	4.0
5372	2.0
5376	2.0
5392	2.0
5408	2.0
5521	2.0
5524	2.0
5540	2.0
5556	2.0
5669	4.0
5672	2.0
5693	2.0
5695	4.0
5704	2.0
5818	2.0
5820	2.0
5826	4.0
5841	2.0
5852	10.0
5951	9.0
5952	2.0
5967	9.0
5968	2.0
5990	2.0
6005	2.0
6099	14041.0
6100	14059.0
6116	2.0
6137	2.0
6152	2.0
6157	14061.0
6247	14041.0
6248	14066.0
6265	2.0
6284	2.0
6299	6.0
6395	14047.0
6396	2.0
6413	2.0
6431	2.0
6447	2.0
6543	14049.0
6544	2.0
6549	4.0
6561	2.0
6578	2.0
6593	2.0
6598	4.0
6690	2.0
6692	2.0
6709	2.0
6725	2.0
6740	2.0
6837	2.0
6840	2.0
6856	2.0
6872	2.0
6887	16.0
6888	2.0
6985	2.0
6988	2.0
7002	4.0
7004	2.0
7016	4.0
7019	14049.0
7020	2.0
7034	2.0
7036	2.0
7132	2.0
7136	2.0
7152	2.0
7168	2.0
7173	14057.0
7181	2.0
7184	4.0
7191	2.0
7200	10.0
7278	2.0
7284	2.0
7300	2.0
7316	2.0
7327	2.0
7332	10.0
7337	2.0
7348	2.0
7426	2.0
7432	2.0
7448	2.0
7464	2.0
7465	6.0
7475	2.0
7484	2.0
7496	2.0
7572	2.0
7580	2.0
7596	2.0
7612	2.0
7622	2.0
7631	2.0
7644	2.0
7720	2.0
7728	2.0
7744	2.0
7760	8.0
7761	6.0
7762	6.0
7769	4.0
7778	2.0
7792	2.0
7867	2.0
7876	2.0
7893	2.0
7908	8.0
7909	6.0
7916	2.0
7925	2.0
7931	8.0
7940	2.0
8013	2.0
8018	4.0
8024	2.0
8030	6.0
8042	2.0
8056	16.0
8064	2.0
8072	2.0
8088	2.0
8161	2.0
8172	2.0
8191	2.0
8195	6.0
8209	2.0
8220	2.0
8236	2.0
8308	2.0
8325	2.0
8339	4.0
8356	2.0
8368	2.0
8384	2.0
8457	2.0
8472	2.0
8487	8.0
8488	6.0
8489	6.0
8490	6.0
8491	6.0
8492	6.0
8493	6.0
8494	6.0
8495	6.0
8496	6.0
8497	6.0
8498	6.0
8503	2.0
8508	4.0
8516	4.0
8531	10.0
8532	2.0
8537	4.0
8605	2.0
8619	4.0
8635	8.0
8636	6.0
8637	6.0
8638	6.0
8639	6.0
8640	6.0
8641	6.0
8642	6.0
8643	6.0
8644	6.0
8645	6.0
8646	6.0
8647	6.0
8651	2.0
8664	4.0
8678	2.0
8680	2.0
8754	2.0
8766	2.0
8781	8.0
8782	6.0
8783	6.0
8784	6.0
8785	6.0
8786	6.0
8787	6.0
8788	6.0
8789	6.0
8790	6.0
8791	6.0
8792	6.0
8793	6.0
8794	6.0
8795	6.0
8796	2.0
8812	2.0
8825	2.0
8828	2.0
8903	2.0
8913	2.0
8928	8.0
8929	6.0
8930	6.0
8931	6.0
8932	6.0
8933	6.0
8934	6.0
8935	6.0
8936	6.0
8937	6.0
8939	6.0
8940	6.0
8941	6.0
8942	6.0
8943	6.0
8944	2.0
8960	2.0
8972	4.0
8976	2.0
9052	2.0
9060	2.0
9075	10.0
9076	8.0
9077	6.0
9078	6.0
9079	6.0
9080	6.0
9081	6.0
9082	6.0
9083	6.0
9084	6.0
9088	6.0
9089	6.0
9090	6.0
9091	6.0
9092	2.0
9108	2.0
9119	4.0
9124	2.0
9191	14.0
9192	4.0
9201	2.0
9207	16.0
9208	2.0
9222	4.0
9224	8.0
9225	6.0
9226	6.0
9227	6.0
9228	6.0
9229	6.0
9230	6.0
9231	6.0
9237	6.0
9238	6.0
9239	6.0
9240	2.0
9256	2.0
9266	4.0
9272	2.0
9339	10.0
9340	4.0
9354	2.0
9356	2.0
9369	4.0
9372	8.0
9373	6.0
9374	6.0
9375	6.0
9376	6.0
9377	6.0
9378	6.0
9385	6.0
9386	6.0
9387	6.0
9388	2.0
9404	2.0
9413	4.0
9414	2.0
9421	2.0
9487	14033.0
9488	2.0
9504	2.0
9520	2.0
9533	2.0
9536	2.0
9552	8.0
9553	6.0
9554	6.0
9555	6.0
9560	6.0
9561	6.0
9569	4.0
9571	2.0
9576	2.0
9584	10.0
9636	2.0
9652	2.0
9668	2.0
9669	6.0
9679	4.0
9684	2.0
9700	8.0
9701	6.0
9702	6.0
9707	6.0
9708	6.0
9716	2.0
9717	6.0
9723	2.0
9732	2.0
9784	2.0
9800	2.0
9816	2.0
9826	2.0
9832	2.0
9848	8.0
9849	6.0
9850	6.0
9854	6.0
9855	6.0
9856	6.0
9857	6.0
9863	6.0
