3167	15.0
3168	12.0
3313	17.0
3460	73.0
3465	7.0
3607	22.0
3754	22.0
3901	29.0
3917	60.0
4048	25.0
4195	8.0
4196	14.0
4205	12448.0
4342	15.0
4345	6.0
4486	28.0
4489	15.0
4493	8.0
4634	8.0
4635	9836.0
4636	9832.0
4641	12.0
4651	12843.0
4652	9616.0
4667	9474.0
4783	9832.0
4784	9836.0
4788	4.0
4789	8.0
4798	4.0
4799	9616.0
4800	9646.0
4816	9474.0
4937	8.0
4945	4.0
5085	15.0
5092	4.0
5225	48.0
5233	14.0
5239	11.0
5246	25.0
5247	12.0
5261	24.0
5386	11.0
5393	13.0
5533	11.0
5540	13.0
5687	6.0
5693	4.0
5695	88.0
5826	120.0
5990	29.0
6099	12203.0
6100	12061.0
6137	8.0
6157	11823.0
6247	12203.0
6248	12061.0
6284	8.0
6395	12203.0
6431	8.0
6543	12203.0
6544	4.0
6545	4.0
6546	4.0
6547	4.0
6548	4.0
6549	36.0
6561	7.0
6578	8.0
6598	66.0
6709	26.0
6725	8.0
6744	11.0
6856	12.0
6872	8.0
6887	52.0
6891	4.0
6987	9334.0
6988	9270.0
7002	24.0
7003	12489.0
7004	8970.0
7016	8.0
7019	11787.0
7020	8754.0
7035	8546.0
7036	8404.0
7038	4.0
7043	10.0
7051	8380.0
7135	9270.0
7136	9334.0
7149	8.0
7151	8970.0
7152	9068.0
7166	22.0
7167	8754.0
7168	8768.0
7173	10593.0
7183	8404.0
7184	8546.0
7185	4.0
7191	22.0
7200	8380.0
7296	8.0
7313	15.0
7332	4.0
7338	7.0
7339	10.0
7443	8.0
7460	15.0
7465	48.0
7479	4.0
7487	10.0
7590	8.0
7607	15.0
7626	4.0
7635	10.0
7737	8.0
7743	11.0
7744	11.0
7754	15.0
7760	48.0
7761	48.0
7762	48.0
7773	4.0
7780	33.0
7781	19.0
7782	44.0
7783	10.0
7878	15.0
7879	8.0
7880	15.0
7884	22.0
7890	7.0
7893	7.0
7901	15.0
7908	48.0
7909	48.0
7920	4.0
7927	8.0
7931	127.0
7932	4.0
7933	4.0
7934	4.0
7935	4.0
7936	4.0
7937	4.0
7938	11.0
8018	40.0
8030	152.0
8037	7.0
8048	15.0
8056	48.0
8067	4.0
8074	8.0
8080	16.0
8081	29.0
8085	7.0
8178	30.0
8195	239.0
8214	4.0
8221	8.0
8228	16.0
8230	29.0
8232	7.0
8325	8.0
8326	2.0
8361	10.0
8368	15.0
8378	27.0
8472	8.0
8474	2.0
8487	239.0
8488	235.0
8489	239.0
8490	239.0
8491	239.0
8492	239.0
8493	239.0
8494	243.0
8495	239.0
8496	239.0
8497	239.0
8498	244.0
8508	127.0
8513	6.0
8516	7.0
8525	7.0
8537	82.0
8619	8.0
8622	2.0
8635	244.0
8636	239.0
8637	239.0
8638	239.0
8639	239.0
8640	239.0
8641	239.0
8642	239.0
8643	243.0
8644	239.0
8645	239.0
8646	239.0
8647	244.0
8657	12.0
8660	13.0
8672	7.0
8766	8.0
8770	2.0
8781	239.0
8782	249.0
8783	239.0
8784	239.0
8785	239.0
8786	239.0
8787	239.0
8788	239.0
8789	239.0
8790	239.0
8791	239.0
8792	243.0
8793	239.0
8794	239.0
8795	239.0
8796	11.0
8799	4.0
8806	32.0
8807	17.0
8913	8.0
8918	2.0
8928	239.0
8929	239.0
8930	239.0
8931	239.0
8932	239.0
8933	239.0
8934	239.0
8935	239.0
8936	239.0
8937	239.0
8939	239.0
8940	239.0
8941	243.0
8942	239.0
8943	239.0
8945	15.0
8946	13.0
8972	22.0
9060	8.0
9066	2.0
9076	239.0
9077	239.0
9078	239.0
9079	239.0
9080	239.0
9081	239.0
9082	239.0
9083	239.0
9084	239.0
9088	239.0
9089	239.0
9090	243.0
9091	239.0
9191	36.0
9192	28.0
9207	56.0
9214	2.0
9222	30.0
9224	239.0
9225	239.0
9226	239.0
9227	239.0
9228	239.0
9229	239.0
9230	239.0
9231	239.0
9237	245.0
9238	239.0
9239	243.0
9261	4.0
9266	22.0
9339	10893.0
9340	8140.0
