Num	Len	 SubL	 Cost	 SubC	 SE	 SU	 Time	 OL	 CL	 MM	MT
67	172	1.219	1710	1.001	1207	2286	4	236	1206	1442	0	0	0	0	0	0			
68	130	0.948	1290	0.808	382	790	2	187	381	568	0	0	0	0	0	0			
69	148	1.096	1470	0.928	568	1145	2	229	567	796	0	0	0	0	0	0			
70	140	1.076	1390	0.918	333	723	28	180	332	512	0	0	0	0	0	0			
71	151	1.313	1500	1.056	222	510	1	152	221	373	0	0	0	0	0	0			
72	135	1.363	1340	1.043	207	476	2	170	206	376	0	0	0	0	0	0			
73	176	1.197	1750	1.012	1144	2191	8	245	1143	1388	0	0	0	0	0	0			
74	132	1.333	1310	1.098	968	1822	14	142	967	1109	0	0	0	0	0	0			
75	141	1.194	1400	0.957	878	1612	4	124	877	1001	0	0	0	0	0	0			
76	150	1.209	1490	1.053	609	1180	3	182	608	790	0	0	0	0	0	0			
77	145	1.306	1440	1.074	405	799	1	215	404	619	0	0	0	0	0	0			
78	125	1.077	1240	0.899	553	1074	2	166	552	718	0	0	0	0	0	0			
79	150	0.993	1490	0.842	373	760	1	155	372	527	0	0	0	0	0	0			
80	151	1.143	1500	0.965	414	830	2	162	413	575	0	0	0	0	0	0			
81	145	1.283	1440	1.022	954	1761	3	138	953	1091	0	0	0	0	0	0			
82	123	1.088	1220	0.886	808	1549	2	199	807	1006	0	0	0	0	0	0			
83	170	1.156	1690	0.991	717	1397	1	203	716	919	0	0	0	0	0	0			
84	157	1.276	1560	1.098	377	806	1	192	376	568	0	0	0	0	0	0			
85	137	1.141	1360	0.937	1204	2210	11	157	1203	1358	0	0	0	0	0	0			
86	168	1.12	1670	0.906	1338	2523	3	179	1337	1516	0	0	0	0	0	0			
87	156	1.752	1550	1.379	233	521	1	156	232	388	0	0	0	0	0	0			
88	157	1.217	1560	1.005	670	1259	1	206	669	875	0	0	0	0	0	0			
89	137	1.07	1360	0.875	1054	1939	13	126	1053	1179	0	0	0	0	0	0			
90	127	1.049	1260	0.884	234	520	1	181	233	414	0	0	0	0	0	0			
91	174	1.115	1730	0.921	1488	2761	3	192	1487	1679	0	0	0	0	0	0			
92	152	1.151	1510	0.921	322	697	1	171	321	492	0	0	0	0	0	0			
93	142	1.392	1410	1.093	822	1537	2	147	821	968	0	0	0	0	0	0			
94	138	1.037	1370	0.829	759	1407	3	137	758	895	0	0	0	0	0	0			
95	131	1.139	1300	0.958	414	860	1	186	413	599	0	0	0	0	0	0			
96	141	1.11	1400	0.923	356	733	11	216	355	571	0	0	0	0	0	0			
97	129	1.057	1280	0.856	869	1589	4	112	868	980	0	0	0	0	0	0			
98	152	1.125	1510	0.911	1143	2116	3	157	1142	1299	0	0	0	0	0	0			
99	137	1.0	1360	0.845	496	990	1	170	495	665	0	0	0	0	0	0			
100	146	1.006	1450	0.825	849	1611	3	201	848	1049	0	0	0	0	0	0			
